character,pinyin,translation,category,level
适度,shì dù,moderate,Adjective,6
示范,shì fàn,to demonstrate,Verb,6
释放,shì fàng,to release,Verb,6
事后,shì hòu,after the event,Noun,6
视觉,shì jué,vision,Noun,6
势力,shì lì,power,Noun,6
视力,shì lì,eyesight,Noun,6
试图,shì tú,to attempt,Verb,6
事务,shì wù,affairs,Noun,6
事项,shì xiàng,item,Noun,6
适宜,shì yí,suitable,Adjective,6
收藏,shōu cáng,to collect,Verb,6
收购,shōu gòu,to purchase,Verb,6
收取,shōu qǔ,to collect,Verb,6
收益,shōu yì,profit,Noun,6
手臂,shǒu bì,arm,Noun,6
手法,shǒu fǎ,technique,Noun,6
手势,shǒu shì,gesture,Noun,6
首要,shǒu yào,primary,Adjective,6
寿命,shòu mìng,lifespan,Noun,6
受灾,shòu zāi,to be hit by a disaster,Verb,6
输出,shū chū,to output,Verb,6
书画,shū huà,calligraphy and painting,Noun,6
书籍,shū jí,books,Noun,6
书面,shū miàn,written,Adjective,6
输送,shū sòng,to transport,Verb,6
书写,shū xiě,to write,Verb,6
属,shǔ,to belong to,Verb,6
薯片,shǔ piàn,potato chip,Noun,6
竖,shù,vertical,Noun/Verb/Adjective,6
树立,shù lì,to establish,Verb,6
数目,shù mù,number,Noun,6
数字化,shù zì huà,to digitize,Verb,6
衰老,shuāi lǎo,to age,Adjective,6
率领,shuài lǐng,to lead,Verb,6
率先,shuài xiān,to take the lead,Adverb,6
水稻,shuǐ dào,unhusked rice,Noun,6
水库,shuǐ kù,reservoir,Noun,6
水流,shuǐ liú,flow of water,Noun,6
水面,shuǐ miàn,water surface,Noun,6
水泥,shuǐ ní,cement,Noun,6
瞬间,shùn jiān,instant,Noun,6
思路,sī lù,train of thought,Noun,6
思念,sī niàn,to miss,Verb,6
死亡,sǐ wáng,to die,Verb,6
松,sōng,loose,Verb/Adjective,6
艘,sōu,measure word for ships,Classifier,6
搜集,sōu jí,to collect,Verb,6
塑造,sù zào,to shape,Verb,6
素质,sù zhì,quality,Noun,6
算了,suàn le,forget it,Verb/Auxiliary,6
算是,suàn shì,to be considered as,Verb/Adverb,6
虽,suī,although,Conjunction,6
岁数,suì shu,age,Noun,6
岁月,suì yuè,years,Noun,6
损坏,sǔn huài,to damage,Verb,6
损伤,sǔn shāng,to harm,Verb,6
所,suǒ,particle used to indicate passive voice or to nominalize,Particle,6
踏实,tā shi,steady,Adjective,6
塔,tǎ,pagoda,Noun,6
台风,tái fēng,typhoon,Noun,6
台球,tái qiú,billiards,Noun,6
太空,tài kōng,space,Noun,6
太阳能,tài yáng néng,solar energy,Noun,6
谈论,tán lùn,to discuss,Verb,6
谈判,tán pàn,to negotiate,Verb,6
弹性,tán xìng,elasticity,Noun,6
探索,tàn suǒ,to explore,Verb,6
探讨,tàn tǎo,to discuss,Verb,6
汤圆,tāng yuán,sweet dumplings,Noun,6
糖果,táng guǒ,candy,Noun,6
烫,tàng,to scald,Verb/Adjective,6
掏,tāo,to pull out,Verb,6
逃,táo,to escape,Verb,6
逃跑,táo pǎo,to flee,Verb,6
淘气,táo qì,naughty,Adjective,6
淘汰,táo tài,to eliminate,Verb,6
套餐,tào cān,set meal,Noun,6
特,tè,especially,Adverb,6
特长,tè cháng,specialty,Noun,6
特地,tè dì,especially,Adverb,6
特定,tè dìng,specific,Adjective,6
特性,tè xìng,characteristic,Noun,6
特意,tè yì,deliberately,Adverb,6
题材,tí cái,theme,Noun,6
提取,tí qǔ,to extract,Verb,6
提示,tí shì,to prompt,Verb,6
体操,tǐ cāo,gymnastics,Noun,6
体积,tǐ jī,volume,Noun,6
体系,tǐ xì,system,Noun,6
添,tiān,to add,Verb,6
天才,tiān cái,genius,Noun,6
添加,tiān jiā,to add,Verb,6
天然,tiān rán,natural,Adjective,6
天然气,tiān rán qì,natural gas,Noun,6
天文,tiān wén,astronomy,Noun,6
天下,tiān xià,the world,Noun,6
天真,tiān zhēn,naive,Adjective,6
田,tián,field,Noun,6
田径,tián jìng,track and field,Noun,6
调节,tiáo jié,to adjust,Verb,6
跳水,tiào shuǐ,diving,Verb,6
贴近,tiē jìn,to press close to,Verb/Adjective,6
听话,tīng huà,obedient,Adjective,6
听觉,tīng jué,sense of hearing,Noun,6
听取,tīng qǔ,to listen to,Verb,6
通道,tōng dào,passage,Noun,6
通风,tōng fēng,to ventilate,Verb,6
通话,tōng huà,to talk on the phone,Verb,6
通信,tōng xìn,communication by letter,Verb,6
通讯,tōng xùn,communication,Noun,6
通用,tōng yòng,to be in common use,Verb,6
铜,tóng,copper,Noun,6
同伴,tóng bàn,companion,Noun,6
同行,tóng háng,to work in the same profession,Noun/Verb,6
童话,tóng huà,fairy tale,Noun,6
同类,tóng lèi,similar,Noun/Adjective,6
铜牌,tóng pái,bronze medal,Noun,6
痛快,tòng kuài,joyful,Adjective,6
偷,tōu,to steal,Verb/Adverb,6
偷偷,tōu tōu,secretly,Adverb,6
头脑,tóu nǎo,mind,Noun,6
投票,tóu piào,to vote,Verb,6
投诉,tóu sù,to complain,Verb,6
投资,tóu zī,to invest,Noun/Verb,6
透,tòu,to penetrate,Verb/Adjective,6
透过,tòu guò,through,Verb,6
透露,tòu lù,to reveal,Verb,6
透明,tòu míng,transparent,Adjective,6
突发,tū fā,sudden,Verb,6
突破,tū pò,to break through,Verb,6
图案,tú àn,pattern,Noun,6
图表,tú biāo,chart,Noun,6
徒弟,tú dì,apprentice,Noun,6
途径,tú jìng,way,Noun,6
图像,tú xiàng,image,Noun,6
吐,tǔ,to spit,Verb,6
土壤,tǔ rǎng,soil,Noun,6
吐,tù,to vomit,Verb,6
团结,tuán jié,to unite,Verb/Adjective,6
团体,tuán tǐ,group,Noun,6
团圆,tuán yuán,to reunite,Verb,6
推测,tuī cè,to speculate,Verb,6
推销,tuī xiāo,to promote sales,Verb,6
推行,tuī xíng,to carry out,Verb,6
退税,tuì shuì,tax refund,Verb,6
吞,tūn,to swallow,Verb,6
拖,tuō,to drag,Verb,6
拖延,tuō yán,to delay,Verb,6
托运,tuō yùn,to check luggage,Verb,6
挖,wā,to dig,Verb,6
哇,wā,wow,Onomatopoeia,6
娃娃,wá wa,doll,Noun,6
歪,wāi,crooked,Adjective,6
外表,wài biǎo,appearance,Noun,6
外交,wài jiāo,diplomacy,Noun,6
外界,wài jiè,outside world,Noun,6
外科,wài kē,surgery,Noun,6
外来,wài lái,external,Adjective,6
外甥,wài sheng,nephew,Noun,6
弯曲,wān qū,curved,Adjective,6
顽强,wán qiáng,tenacious,Adjective,6
万物,wàn wù,all things,Noun,6
王子,wáng zǐ,prince,Noun,6
网,wǎng,net,Noun/Verb,6
往后,wǎng hòu,from now on,Noun,6
往来,wǎng lái,to come and go,Verb,6
往年,wǎng nián,past years,Noun,6
望,wàng,to look at,Verb,6
危机,wēi jī,crisis,Noun,6
微小,wēi xiǎo,tiny,Adjective,6
违规,wéi guī,to violate a rule,Verb,6
维护,wéi hù,to maintain,Verb,6
为难,wéi nán,difficult,Verb/Adjective,6
围棋,wéi qí,Go (board game),Noun,6
为期,wéi qī,to be scheduled for,Verb,6
维生素,wéi shēng sù,vitamin,Noun,6
为止,wéi zhǐ,up to,Verb,6
委屈,wěi qu,wronged,Verb/Adjective,6
委托,wěi tuō,to entrust,Verb,6
未,wèi,not yet,Adverb,6
未必,wèi bì,not necessarily,Adverb,6
未成年人,wèi chéng nián rén,minor,Noun,6
为此,wèi cǐ,for this reason,Conjunction,6
为何,wèi hé,why,Adverb,6
味觉,wèi jué,sense of taste,Noun,6
胃口,wèi kǒu,appetite,Noun,6
温和,wēn hé,mild,Adjective,6
温柔,wēn róu,gentle,Adjective,6
文档,wén dàng,document,Noun,6
文具,wén jù,stationery,Noun,6
文科,wén kē,liberal arts,Noun,6
文明,wén míng,civilization,Noun/Adjective,6
闻名,wén míng,famous,Verb,6
文物,wén wù,cultural relic,Noun,6
文献,wén xiàn,document,Noun,6
文艺,wén yì,literature and art,Noun,6
乌龟,wū guī,tortoise,Noun,6
污水,wū shuǐ,sewage,Noun,6
无所谓,wú suǒ wèi,to be indifferent,Verb,6
无疑,wú yí,undoubtedly,Verb,6
武器,wǔ qì,weapon,Noun,6
误,wù,to mistake,Verb,6
误解,wù jiě,to misunderstand,Noun/Verb,6
物体,wù tǐ,object,Noun,6
吸取,xī qǔ,to absorb,Verb,6
媳妇,xí fu,daughter-in-law,Noun,6
习俗,xí sú,custom,Noun,6
喜剧,xǐ jù,comedy,Noun,6
喜事,xǐ shì,happy event,Noun,6
洗漱,xǐ shù,to wash,Verb,6
细胞,xì bāo,cell,Noun,6
细菌,xì jūn,bacteria,Noun,6
系列,xì liè,series,Noun,6
戏曲,xì qǔ,traditional opera,Noun,6
细致,xì zhì,meticulous,Adjective,6
吓,xià,to frighten,Verb,6
下功夫,xià gōng fu,to put in effort,Phrase,6
下单,xià dān,to place an order,Verb,6
夏令营,xià lìng yíng,summer camp,Noun,6
下线,xià xiàn,to go offline,Verb,6
下旬,xià xún,late part of the month,Noun,6
鲜明,xiān míng,bright,Adjective,6
先前,xiān qián,previously,Noun,6
鲜艳,xiān yàn,bright,Adjective,6
嫌,xián,to suspect,Verb,6
显,xiǎn,obvious,Verb/Adjective,6
险,xiǎn,dangerous,Adjective/Adverb,6
显著,xiǎn zhù,significant,Adjective,6
限,xiàn,to limit,Verb,6
线,xiàn,thread,Noun/Classifier,6
现存,xiàn cún,existing,Verb,6
限度,xiàn dù,limit,Noun,6
现货,xiàn huò,spot goods,Noun,6
陷入,xiàn rù,to fall into,Verb,6
线索,xiàn suǒ,clue,Noun,6
限于,xiàn yú,to be limited to,Verb,6
相差,xiāng chà,to differ,Verb,6
香肠,xiāng cháng,sausage,Noun,6
相传,xiāng chuán,to hand down,Verb,6
相等,xiāng děng,to be equal,Verb,6
相连,xiāng lián,to be connected,Verb,6
香水,xiāng shuǐ,perfume,Noun,6
相应,xiāng yìng,to correspond,Verb,6
项链,xiàng liàn,necklace,Noun,6
象棋,xiàng qí,Chinese chess,Noun,6
相声,xiàng sheng,crosstalk,Noun,6
向往,xiàng wǎng,to yearn for,Verb,6
消除,xiāo chú,to eliminate,Verb,6
消毒,xiāo dú,to disinfect,Verb,6
消防,xiāo fáng,firefighting,Verb,6
消耗,xiāo hào,to consume,Verb,6
消灭,xiāo miè,to annihilate,Verb,6
小麦,xiǎo mài,wheat,Noun,6
小气,xiǎo qì,stingy,Adjective,6
小偷儿,xiǎo tōur,thief,Noun,6
笑容,xiào róng,smile,Noun,6
效应,xiào yìng,effect,Noun,6
歇,xiē,to rest,Verb,6
携带,xié dài,to carry,Verb,6
协会,xié huì,association,Noun,6
协调,xié tiáo,coordinated,Verb/Adjective,6
协助,xié zhù,to assist,Verb,6
心爱,xīn ài,beloved,Adjective,6
心底,xīn dǐ,bottom of the heart,Noun,6
新款,xīn kuǎn,new style,Noun,6
心灵,xīn líng,heart,Noun,6
新媒体,xīn méi tǐ,new media,Noun,6
心目,xīn mù,mind's eye,Noun,6
新能源,xīn néng yuán,new energy,Noun,6
薪水,xīn shui,salary,Noun,6
心疼,xīn téng,to feel distressed,Verb,6
新兴,xīn xīng,emerging,Adjective,6
新颖,xīn yǐng,novel,Adjective,6
心愿,xīn yuàn,wish,Noun,6
心脏,xīn zàng,heart,Noun,6
信赖,xìn lài,to trust,Verb,6
信念,xìn niàn,faith,Noun,6
兴起,xīng qǐ,to rise,Verb,6
型号,xíng hào,model,Noun,6
形态,xíng tài,form,Noun,6
性价比,xìng jià bǐ,cost-performance ratio,Noun,6
性能,xìng néng,performance,Noun,6
胸,xiōng,chest,Noun,6
修订,xiū dìng,to revise,Verb,6
修复,xiū fù,to repair,Verb,6
袖子,xiù zi,sleeve,Noun,6
许可,xǔ kě,to permit,Verb,6
叙述,xù shù,to narrate,Verb,6
旋转,xuán zhuǎn,to rotate,Verb,6
选拔,xuǎn bá,to select,Verb,6
选修,xuǎn xiū,elective course,Verb,6
学会,xué huì,learned society,Noun,6
学位,xué wèi,academic degree,Noun,6
学问,xué wen,knowledge,Noun,6
学员,xué yuán,student,Noun,6
血管,xuè guǎn,blood vessel,Noun,6
血型,xuè xíng,blood type,Noun,6
血压,xuè yā,blood pressure,Noun,6
血液,xuè yè,blood,Noun,6
循环,xún huán,to circulate,Verb,6
寻求,xún qiú,to seek,Verb,6
压缩,yā suō,to compress,Verb,6
亚军,yà jūn,runner-up,Noun,6
淹,yān,to flood,Verb,6
淹没,yān mò,to drown,Verb,6
严,yán,strict,Adjective,6
沿海,yán hǎi,coastal area,Noun,6
严寒,yán hán,severe cold,Adjective,6
严禁,yán jìn,strictly prohibit,Verb,6
严厉,yán lì,severe,Adjective,6
延期,yán qī,to postpone,Verb,6
炎热,yán rè,hot,Adjective,6
延伸,yán shēn,to extend,Verb,6
研讨,yán tǎo,to discuss,Verb,6
延续,yán xù,to continue,Verb,6
言语,yán yǔ,speech,Noun,6
炎症,yán zhèng,inflammation,Noun,6
眼光,yǎn guāng,vision,Noun,6
眼看,yǎn kàn,soon,Verb/Adverb,6
演奏,yǎn zòu,to perform,Verb,6
宴会,yàn huì,banquet,Noun,6
验证,yàn zhèng,to verify,Verb,6
仰,yǎng,to look up,Verb,6
痒,yǎng,itchy,Adjective,6
养老,yǎng lǎo,to provide for the elderly,Verb,6
养老院,yǎng lǎo yuàn,nursing home,Noun,6
氧气,yǎng qì,oxygen,Noun,6
样,yàng,measure word for kinds,Classifier,6
遥远,yáo yuǎn,distant,Adjective,6
要点,yào diǎn,key point,Noun,6
要么,yào me,either... or...,Conjunction,6
要素,yào sù,essential element,Noun,6
野,yě,wild,Adjective,6
也好,yě hǎo,that's fine,Auxiliary,6
野生,yě shēng,wild,Adjective,6
野外,yě wài,outdoors,Noun,6
业,yè,suffix meaning industry,Suffix,6
液体,yè tǐ,liquid,Noun,6
依旧,yī jiù,to remain,Verb/Adverb,6
依赖,yī lài,to rely on,Verb,6
一流,yī liú,first-class,Adjective,6
衣食住行,yī shí zhù xíng,basic necessities of life,Noun,6
医药,yī yào,medicine,Noun,6
一一,yī yī,one by one,Adverb,6
姨,yí,aunt,Noun,6
一辈子,yí bèi zi,a lifetime,Noun,6
遗产,yí chǎn,heritage,Noun,6
遗传,yí chuán,to inherit,Verb,6
一带,yí dài,region,Noun,6
一道,yí dào,together,Adverb,6
一贯,yí guàn,consistent,Adjective,6
疑惑,yí huò,to doubt,Noun/Verb,6
一律,yí lǜ,uniform,Adverb,6
移民,yí mín,to immigrate,Noun/Verb,6
仪器,yí qì,instrument,Noun,6
仪式,yí shì,ceremony,Noun,6
一向,yí xiàng,always,Adverb,6
一系列,yí xì liè,a series of,Adjective,6
一再,yí zài,repeatedly,Adverb,6
一阵,yí zhèn,a period of,Numeral-Measure Word,6
遗址,yí zhǐ,ruins,Noun,6
以便,yǐ biàn,so that,Conjunction,6
以免,yǐ miǎn,so as not to,Conjunction,6
以往,yǐ wǎng,in the past,Noun,6
异常,yì cháng,unusual,Adjective/Adverb,6
益处,yì chù,benefit,Noun,6
一帆风顺,yī fān fēng shùn,plain sailing,Phrase,6
一口气,yì kǒu qì,in one breath,Adverb,6
议论,yì lùn,to discuss,Noun/Verb,6
一模一样,yì mú yí yàng,exactly the same,Phrase,6
艺人,yì rén,artist,Noun,6
一身,yì shēn,whole body,Noun,6
一时,yì shí,temporarily,Noun/Adverb,6
一同,yì tóng,together,Adverb,6
易于,yì yú,to be easy to,Verb,6
抑制,yì zhì,to suppress,Verb,6
因,yīn,because,Conjunction/Preposition,6
音节,yīn jié,syllable,Noun,6
银,yín,silver,Noun,6
银牌,yín pái,silver medal,Noun,6
引,yǐn,to lead,Verb,6
隐藏,yǐn cáng,to hide,Verb,6
引导,yǐn dǎo,to guide,Verb,6
引发,yǐn fā,to trigger,Verb,6
引入,yǐn rù,to introduce,Verb,6
隐私,yǐn sī,privacy,Noun,6
饮用水,yǐn yòng shuǐ,drinking water,Noun,6
印,yìn,seal,Noun/Verb,6
婴儿,yīng ér,baby,Noun,6
英雄,yīng xióng,hero,Noun,6
影子,yǐng zi,shadow,Noun,6
拥挤,yōng jǐ,crowded,Verb/Adjective,6
涌现,yǒng xiàn,to emerge,Verb,6
勇于,yǒng yú,to be brave enough to,Verb,6
用餐,yòng cān,to have a meal,Verb,6
用处,yòng chù,use,Noun,6
用功,yòng gōng,to be diligent,Verb/Adjective,6
用人,yòng rén,to employ someone,Verb,6
用心,yòng xīn,attentively,Adverb,6
优化,yōu huà,to optimize,Verb,6
优先,yōu xiān,priority,Verb,6
优异,yōu yì,excellent,Adjective,6
由来,yóu lái,origin,Noun,6
游人,yóu rén,tourist,Noun,6
犹如,yóu rú,like,Verb,6
有机,yǒu jī,organic,Adjective,6
有劲,yǒu jìn,energetic,Verb/Adjective,6
有序,yǒu xù,orderly,Adjective,6
于,yú,in,Preposition,6
余额,yú é,balance,Noun,6
与其,yǔ qí,rather than,Conjunction,6
羽绒服,yǔ róng fú,down jacket,Noun,6
预定,yù dìng,to book,Verb,6
预料,yù liào,to predict,Noun/Verb,6
预期,yù qī,to expect,Verb,6
浴室,yù shì,bathroom,Noun,6
欲望,yù wàng,desire,Noun,6
原本,yuán běn,originally,Adverb,6
原材料,yuán cái liào,raw material,Noun,6
原理,yuán lǐ,principle,Noun,6
原料,yuán liào,raw material,Noun,6
园林,yuán lín,garden,Noun,6
圆满,yuán mǎn,satisfactory,Adjective,6
原始,yuán shǐ,primitive,Adjective,6
元素,yuán sù,element,Noun,6
原先,yuán xiān,former,Noun,6
元宵,yuán xiāo,sweet dumplings,Noun,6
源于,yuán yú,to originate from,Verb,6
远程,yuǎn chéng,long-distance,Adjective,6
远方,yuǎn fāng,distant place,Noun,6
约束,yuē shù,to restrain,Verb,6
月光,yuè guāng,moonlight,Noun,6
乐器,yuè qì,musical instrument,Noun,6
月球,yuè qiú,moon,Noun,6
乐曲,yuè qǔ,musical composition,Noun,6
晕,yūn,dizzy,Verb/Adjective,6
晕车,yùn chē,to get carsick,Verb,6
运送,yùn sòng,to transport,Verb,6
运行,yùn xíng,to operate,Verb,6
运营,yùn yíng,to operate,Verb,6
杂,zá,miscellaneous,Adjective,6
灾,zāi,disaster,Noun,6
灾害,zāi hài,calamity,Noun,6
灾难,zāi nàn,catastrophe,Noun,6
灾区,zāi qū,disaster area,Noun,6
再三,zài sān,repeatedly,Adverb,6
再生,zài shēng,to regenerate,Verb,6
在意,zài yì,to care about,Verb,6
赞赏,zàn shǎng,to admire,Verb,6
赞同,zàn tóng,to agree,Verb,6
遭到,zāo dào,to suffer,Verb,6
遭受,zāo shòu,to suffer,Verb,6
遭遇,zāo yù,to encounter,Noun/Verb,6
噪声,zào shēng,noise,Noun,6
造型,zào xíng,modeling,Noun/Verb,6
则,zé,then,Conjunction/Auxiliary,6
扎,zhā,to prick,Verb,6
炸,zhà,to explode,Verb,6
粘,zhān,to stick,Verb,6
粘贴,zhān tiē,to stick,Verb,6
崭新,zhǎn xīn,brand-new,Adjective,6
占比,zhàn bǐ,proportion,Noun,6
战斗,zhàn dòu,battle,Noun/Verb,6
占据,zhàn jù,to occupy,Verb,6
战胜,zhàn shèng,to defeat,Verb,6
占有,zhàn yǒu,to own,Verb,6
战争,zhàn zhēng,war,Noun,6
章,zhāng,measure word for chapters,Classifier,6
长辈,zhǎng bèi,elder generation,Noun,6
障碍,zhàng ài,obstacle,Noun/Verb,6
账单,zhàng dān,bill,Noun,6
招,zhāo,to recruit,Verb,6
招待,zhāo dài,to entertain,Verb,6
招生,zhāo shēng,to recruit students,Verb,6
招手,zhāo shǒu,to wave,Verb,6
招收,zhāo shōu,to hire,Verb,6
照明,zhào míng,lighting,Verb,6
折,zhé,to break,Verb,6
针,zhēn,needle,Noun,6
真相,zhēn xiàng,truth,Noun,6
珍珠,zhēn zhū,pearl,Noun,6
枕头,zhěn tou,pillow,Noun,6
镇,zhèn,to guard,Noun/Verb,6
阵雨,zhèn yǔ,shower rain,Noun,6
睁,zhēng,to open,Verb,6
争吵,zhēng chǎo,to quarrel,Verb,6
争夺,zhēng duó,to fight for,Verb,6
争论,zhēng lùn,to debate,Verb,6
征求,zhēng qiú,to solicit,Verb,6
争议,zhēng yì,dispute,Noun/Verb,6
政策,zhèng cè,policy,Noun,6
正规,zhèng guī,regular,Adjective,6
正面,zhèng miàn,front side,Noun/Adjective,6
证实,zhèng shí,to confirm,Verb,6
正义,zhèng yì,justice,Noun/Adjective,6
症状,zhèng zhuàng,symptom,Noun,6
支,zhī,to support,Verb,6
枝,zhī,branch,Noun/Classifier,6
支撑,zhī chēng,to support,Verb,6
支出,zhī chū,to pay out,Noun/Verb,6
脂肪,zhī fáng,fat,Noun,6
之所以,zhī suǒ yǐ,the reason why,Conjunction,6
值班,zhí bān,to be on duty,Verb,6
职位,zhí wèi,position,Noun,6
职务,zhí wù,duties,Noun,6
职员,zhí yuán,office worker,Noun,6
职责,zhí zé,responsibility,Noun,6
侄子,zhí zi,nephew,Noun,6
只得,zhǐ dé,can only,Adverb,6
指定,zhǐ dìng,to designate,Verb,6
只顾,zhǐ gù,to be only concerned with,Adverb,6
指挥,zhǐ huī,to command,Noun/Verb,6
指示,zhǐ shì,to instruct,Noun/Verb,6
指责,zhǐ zé,to accuse,Verb,6
制,zhì,to produce,Verb,6
至关重要,zhì guān zhòng yào,crucially important,Phrase,6
智力,zhì lì,intelligence,Noun,6
治理,zhì lǐ,to govern,Verb,6
制品,zhì pǐn,product,Noun,6
秩序,zhì xù,order,Noun,6
质疑,zhì yí,to question,Verb,6
至于,zhì yú,to go so far as to,Verb/Preposition,6
中等,zhōng děng,medium,Adjective,6
终点,zhōng diǎn,end point,Noun,6
中断,zhōng duàn,to interrupt,Verb,6
终身,zhōng shēn,lifelong,Noun,6
钟头,zhōng tóu,hour,Noun,6
中旬,zhōng xún,middle ten days of a month,Noun,6
中央,zhōng yāng,center,Noun,6
肿,zhǒng,to swell,Verb,6
中,zhòng,to hit,Verb,6
种地,zhòng dì,to farm,Verb,6
中毒,zhòng dú,to be poisoned,Verb,6
中奖,zhòng jiǎng,to win a prize,Verb,6
众人,zhòng rén,crowd,Noun,6
中暑,zhòng shǔ,heatstroke,Noun/Verb,6
众所周知,zhòng suǒ zhōu zhī,as everyone knows,Phrase,6
重心,zhòng xīn,center of gravity,Noun,6
州,zhōu,prefecture,Noun,6
粥,zhōu,porridge,Noun,6
周边,zhōu biān,surrounding area,Noun,6
周到,zhōu dào,thoughtful,Adjective,6
周期,zhōu qī,cycle,Noun,6
株,zhū,measure word for plants,Classifier,6
珠宝,zhū bǎo,jewelry,Noun,6
诸多,zhū duō,many,Adjective,6
主办,zhǔ bàn,to host,Verb,6
主播,zhǔ bō,to host a live stream,Noun/Verb,6
主导,zhǔ dǎo,to lead,Noun/Verb,6
主管,zhǔ guǎn,to be in charge,Noun/Verb,6
主角,zhǔ jué,leading role,Noun,6
主流,zhǔ liú,mainstream,Noun,6
主演,zhǔ yǎn,to star in,Noun/Verb,6
主张,zhǔ zhāng,to advocate,Noun/Verb,6
祝福,zhù fú,to bless,Verb,6
助理,zhù lǐ,assisting,Noun/Adjective,6
助手,zhù shǒu,assistant,Noun,6
祝愿,zhù yuàn,to wish,Verb,6
住宅,zhù zhái,residence,Noun,6
著作,zhù zuò,work,Noun,6
砖,zhuān,brick,Noun,6
专科,zhuān kē,specialized subject,Noun,6
专利,zhuān lì,patent,Noun,6
专题,zhuān tí,special topic,Noun,6
专用,zhuān yòng,dedicated,Verb,6
专注,zhuān zhù,concentrated,Adjective,6
转换,zhuǎn huàn,to convert,Verb,6
转交,zhuǎn jiāo,to pass on,Verb,6
转让,zhuǎn ràng,to transfer,Verb,6
转身,zhuǎn shēn,to turn around,Verb,6
转移,zhuǎn yí,to transfer,Verb,6
转,zhuàn,to turn,Verb,6
转动,zhuàn dòng,to rotate,Verb,6
装备,zhuāng bèi,to equip,Noun/Verb,6
庄稼,zhuāng jia,crops,Noun,6
追究,zhuī jiū,to investigate,Verb,6
捉,zhuō,to catch,Verb,6
资本,zī běn,capital,Noun,6
资产,zī chǎn,assets,Noun,6
